qu;sacc;qsta;qend;leng;gapop;pid;nid;bitscore;score;taxid;species;genus;family;phylum;kingdom;superkingdom
OTU_14_proti1580_wang1624CR6L;GQ864286;1;464;464;0;100.00;464;857;464;708363;Adoristes ovatus;Adoristes;Liacaridae;Arthropoda;Metazoa;Eukaryota
OTU_15_proti1580_wang1624CR6L;EF024805;1;464;464;0;99.78;463;852;461;175275;uncultured cercozoan;undef;undef;undef;undef;Eukaryota
OTU_16_proti1580_wang1624CR6L;AB220211;1;459;459;0;100.00;459;848;459;335853;Arthrinium japonicum;Arthrinium;Apiosporaceae;Ascomycota;Fungi;Eukaryota
OTU_17_proti1580_wang1624CR6L;FJ459741;1;454;467;12;80.73;377;348;188;650275;Gregarina blattarum;Gregarina;Gregarinidae;Apicomplexa;undef;Eukaryota
OTU_18_proti1580_wang1624CR6L;AB753790;1;468;468;0;100.00;468;865;468;467037;Acutuncus antarcticus;Acutuncus;Hypsibiidae;Tardigrada;Metazoa;Eukaryota
OTU_19_proti1580_wang1624CR6L;HQ287927;1;461;461;0;99.35;458;835;452;191674;Watanabea reniformis;Watanabea;undef;Chlorophyta;Viridiplantae;Eukaryota
OTU_20_proti1580_wang1624CR6L;JF706311;1;462;463;1;99.35;460;837;453;1051819;Richoniella asterospora;Richoniella;Entolomataceae;Basidiomycota;Fungi;Eukaryota
OTU_21_proti1580_wang1624CR6L;JN020238;1;466;466;1;99.14;462;837;453;175274;uncultured alveolate;undef;undef;undef;undef;Eukaryota
OTU_22_proti1580_wang1624CR6L;DQ536490;1;462;462;0;97.84;452;798;432;388797;Spizellomycetales sp. JEL371;undef;undef;Chytridiomycota;Fungi;Eukaryota
OTU_23_proti1580_wang1624CR6L;AB001766;1;462;462;0;100.00;462;854;462;82525;Guehomyces pullulans;Guehomyces;undef;Basidiomycota;Fungi;Eukaryota
OTU_25_proti1580_wang1624CR6L;EF024723;1;462;462;0;94.81;438;723;391;404732;Heterocapsaceae environmental sample;undef;Heterocapsaceae;undef;undef;Eukaryota
OTU_26_proti1580_wang1624CR6L;AY123299;1;462;462;0;100.00;462;854;462;198665;Melampsoridium sp. TDB1948;Melampsoridium;Pucciniastraceae;Basidiomycota;Fungi;Eukaryota
OTU_27_proti1580_wang1624CR6L;JQ713999;1;462;462;0;100.00;462;854;462;1276504;Scheffersomyces cryptocercus;Scheffersomyces;Debaryomycetaceae;Ascomycota;Fungi;Eukaryota
OTU_28_proti1580_wang1624CR6L;KC672764;1;461;461;0;100.00;461;852;461;175245;uncultured fungus;undef;undef;undef;Fungi;Eukaryota
OTU_29_proti1580_wang1624CR6L;JF895929;1;462;462;0;99.78;461;848;459;1164570;Mortierella sp. I5-10;Mortierella;Mortierellaceae;undef;Fungi;Eukaryota
OTU_30_proti1580_wang1624CR6L;EF024723;1;462;462;0;99.57;460;845;457;404732;Heterocapsaceae environmental sample;undef;Heterocapsaceae;undef;undef;Eukaryota
OTU_31_proti1580_wang1624CR6L;AY222091;1;530;530;0;100.00;530;979;530;138590;Alaria alata;Alaria;Diplostomatidae;Platyhelminthes;Metazoa;Eukaryota
OTU_32_proti1580_wang1624CR6L;AB080310;1;459;459;0;100.00;459;848;459;60131;Asterochloris erici;Asterochloris;undef;Chlorophyta;Viridiplantae;Eukaryota
OTU_33_proti1580_wang1624CR6L;EF550389;1;458;458;0;100.00;458;846;458;53938;Pichia kluyveri;Pichia;Pichiaceae;Ascomycota;Fungi;Eukaryota
OTU_34_proti1580_wang1624CR6L;JQ067909;1;459;459;0;98.47;452;809;438;225406;Myceliophthora hinnulea;Myceliophthora;Chaetomiaceae;Ascomycota;Fungi;Eukaryota
OTU_35_proti1580_wang1624CR6L;X89434;1;480;480;3;99.38;477;867;469;29922;Mucor mucedo;Mucor;Mucoraceae;undef;Fungi;Eukaryota
OTU_36_proti1580_wang1624CR6L;KC673431;1;462;462;0;100.00;462;854;462;175245;uncultured fungus;undef;undef;undef;Fungi;Eukaryota
OTU_37_proti1580_wang1624CR6L;JX457403;1;457;457;0;97.81;447;789;427;100272;uncultured eukaryote;undef;undef;undef;undef;Eukaryota
OTU_38_proti1580_wang1624CR6L;AF159295;1;468;470;5;91.28;429;636;344;9606;Homo sapiens;Homo;Hominidae;Chordata;Metazoa;Eukaryota
OTU_39_proti1580_wang1624CR6L;KC674306;1;462;462;0;100.00;462;854;462;175245;uncultured fungus;undef;undef;undef;Fungi;Eukaryota
OTU_40_proti1580_wang1624CR6L;EU004821;1;465;465;0;99.78;464;854;462;455383;Eucoleus dispar;Eucoleus;Capillariidae;Nematoda;Metazoa;Eukaryota
OTU_41_proti1580_wang1624CR6L;KF309700;1;246;247;9;78.54;194;143;77;1408154;Sarcocystis cf. clethrionomyelaphis JJH-2013;Sarcocystis;Sarcocystidae;Apicomplexa;undef;Eukaryota
OTU_42_proti1580_wang1624CR6L;AF124460;259;508;250;0;100.00;250;462;250;70667;Schistocephalus solidus;Schistocephalus;Diphyllobothriidae;Platyhelminthes;Metazoa;Eukaryota
OTU_42_proti1580_wang1624CR6L;AF124460;1;239;239;0;99.16;237;431;233;70667;Schistocephalus solidus;Schistocephalus;Diphyllobothriidae;Platyhelminthes;Metazoa;Eukaryota
OTU_43_proti1580_wang1624CR6L;HQ585899;1;462;462;0;100.00;462;854;462;935217;Piromyces sp. PGL01;Piromyces;Neocallimastigaceae;Neocallimastigomycota;Fungi;Eukaryota
OTU_44_proti1580_wang1624CR6L;AJ431570;1;467;467;0;100.00;467;863;467;187456;Elakatothrix obtusata;Elakatothrix;undef;Chlorophyta;Viridiplantae;Eukaryota
OTU_45_proti1580_wang1624CR6L;AB275093;1;464;465;1;97.42;453;791;428;100272;uncultured eukaryote;undef;undef;undef;undef;Eukaryota
OTU_46_proti1580_wang1624CR6L;KC487764;1;462;468;11;83.97;393;438;237;341155;uncultured Colpodellidae;undef;Colpodellidae;undef;undef;Eukaryota
OTU_47_proti1580_wang1624CR6L;D31650;1;462;462;0;100.00;462;854;462;4976;Bullera globospora;Bullera;undef;Basidiomycota;Fungi;Eukaryota
OTU_48_proti1580_wang1624CR6L;EF024723;1;462;462;0;96.54;446;767;415;404732;Heterocapsaceae environmental sample;undef;Heterocapsaceae;undef;undef;Eukaryota
OTU_49_proti1580_wang1624CR6L;AF411275;1;465;465;0;100.00;465;859;465;149084;Proleptomonas faecicola;Proleptomonas;undef;undef;undef;Eukaryota
OTU_51_proti1580_wang1624CR6L;FJ459760;1;456;457;2;96.72;442;760;411;650299;Stenophora robusta;Stenophora;Stenophoridae;Apicomplexa;undef;Eukaryota
OTU_52_proti1580_wang1624CR6L;EF180062;1;467;467;0;99.79;466;857;464;132389;Oxyuris equi;Oxyuris;Oxyuridae;Nematoda;Metazoa;Eukaryota
OTU_53_proti1580_wang1624CR6L;AY771601;1;462;462;0;99.35;459;837;453;299189;Phallus hadriani;Phallus;Phallaceae;Basidiomycota;Fungi;Eukaryota
OTU_54_proti1580_wang1624CR6L;KC670527;1;461;461;0;99.78;460;846;458;175245;uncultured fungus;undef;undef;undef;Fungi;Eukaryota
OTU_55_proti1580_wang1624CR6L;U42447;1;470;470;0;100.00;470;869;470;45107;Heteromita globosa;Heteromita;Heteromitidae;undef;undef;Eukaryota
OTU_56_proti1580_wang1624CR6L;EF100219;1;464;465;7;91.18;424;623;337;100272;uncultured eukaryote;undef;undef;undef;undef;Eukaryota
OTU_57_proti1580_wang1624CR6L;DQ438176;1;457;457;0;100.00;457;845;457;29833;Hanseniaspora uvarum;Hanseniaspora;Saccharomycodaceae;Ascomycota;Fungi;Eukaryota
OTU_58_proti1580_wang1624CR6L;HM627140;1;459;459;0;100.00;459;848;459;864429;Yarrowia sp. D30L;Yarrowia;Dipodascaceae;Ascomycota;Fungi;Eukaryota
OTU_59_proti1580_wang1624CR6L;FJ459755;1;460;460;0;99.35;457;833;451;650286;Paraschneideria metamorphosa;Paraschneideria;Sphaerocystidae;Apicomplexa;undef;Eukaryota
OTU_60_proti1580_wang1624CR6L;AC211391;2;294;297;12;81.82;243;233;126;9601;Pongo abelii;Pongo;Hominidae;Chordata;Metazoa;Eukaryota
OTU_61_proti1580_wang1624CR6L;AB727553;1;459;459;0;100.00;459;848;459;1197869;Mychonastes sp. LBMa-2;Mychonastes;undef;Chlorophyta;Viridiplantae;Eukaryota
OTU_62_proti1580_wang1624CR6L;KC209737;1;470;471;1;87.05;410;531;287;5818;Sarcocystis tenella;Sarcocystis;Sarcocystidae;Apicomplexa;undef;Eukaryota
OTU_63_proti1580_wang1624CR6L;AY751497;1;461;461;0;99.78;460;846;458;304461;Spirocerca lupi;Spirocerca;Thelaziidae;Nematoda;Metazoa;Eukaryota
OTU_64_proti1580_wang1624CR6L;EF056010;1;473;473;0;95.56;452;758;410;425658;Sarcocystis grueneri;Sarcocystis;Sarcocystidae;Apicomplexa;undef;Eukaryota
OTU_65_proti1580_wang1624CR6L;AF372710;1;457;457;0;98.47;450;806;436;100272;uncultured eukaryote;undef;undef;undef;undef;Eukaryota
OTU_66_proti1580_wang1624CR6L;Z68696;1;461;461;0;100.00;461;852;461;53261;Leptosira erumpens;Leptosira;Ctenocladaceae;Chlorophyta;Viridiplantae;Eukaryota
OTU_67_proti1580_wang1624CR6L;NG_013149;1;463;463;0;98.92;458;828;448;265117;Ascobolus carbonarius;Ascobolus;Ascobolaceae;Ascomycota;Fungi;Eukaryota
OTU_68_proti1580_wang1624CR6L;EF526889;1;460;460;0;99.57;458;839;454;203449;uncultured marine eukaryote;undef;undef;undef;undef;Eukaryota
OTU_69_proti1580_wang1624CR6L;KC209739;6;265;261;11;81.61;213;198;107;5817;Sarcocystis cruzi;Sarcocystis;Sarcocystidae;Apicomplexa;undef;Eukaryota
OTU_69_proti1580_wang1624CR6L;KC209739;276;458;183;0;85.79;157;195;105;5817;Sarcocystis cruzi;Sarcocystis;Sarcocystidae;Apicomplexa;undef;Eukaryota
OTU_70_proti1580_wang1624CR6L;D38366;1;461;462;1;99.78;461;846;458;4993;Bensingtonia naganoensis;Bensingtonia;undef;Basidiomycota;Fungi;Eukaryota
OTU_71_proti1580_wang1624CR6L;EF024723;1;460;463;4;94.60;438;715;387;404732;Heterocapsaceae environmental sample;undef;Heterocapsaceae;undef;undef;Eukaryota
OTU_72_proti1580_wang1624CR6L;DQ534690;1;464;466;3;97.21;453;785;425;98234;Rhizopogon olivaceotinctus;Rhizopogon;Rhizopogonaceae;Basidiomycota;Fungi;Eukaryota
OTU_73_proti1580_wang1624CR6L;EF056010;1;470;470;0;96.60;454;780;422;425658;Sarcocystis grueneri;Sarcocystis;Sarcocystidae;Apicomplexa;undef;Eukaryota
OTU_74_proti1580_wang1624CR6L;KC674737;1;478;478;0;100.00;478;883;478;175245;uncultured fungus;undef;undef;undef;Fungi;Eukaryota
OTU_75_proti1580_wang1624CR6L;Y15809;1;461;461;0;100.00;461;852;461;36907;Kazachstania telluris;Kazachstania;Saccharomycetaceae;Ascomycota;Fungi;Eukaryota
OTU_76_proti1580_wang1624CR6L;HM536172;1;467;467;1;98.29;459;817;442;1043717;Bodomorpha sp. HFCC 927;Bodomorpha;Heteromitidae;undef;undef;Eukaryota
OTU_77_proti1580_wang1624CR6L;AY620232;1;462;462;0;100.00;462;854;462;294745;Hepatozoon felis;Hepatozoon;Hepatozoidae;Apicomplexa;undef;Eukaryota
OTU_78_proti1580_wang1624CR6L;EU162620;1;455;455;0;99.78;454;835;452;175274;uncultured alveolate;undef;undef;undef;undef;Eukaryota
OTU_79_proti1580_wang1624CR6L;AF368505;1;458;465;8;87.74;408;534;289;181047;Basidiobolus microsporus;Basidiobolus;Basidiobolaceae;Entomophthoromycota;Fungi;Eukaryota
OTU_80_proti1580_wang1624CR6L;AJ130869;1;453;462;10;89.83;415;584;316;100272;uncultured eukaryote;undef;undef;undef;undef;Eukaryota
OTU_81_proti1580_wang1624CR6L;AB534484;1;459;459;0;100.00;459;848;459;175245;uncultured fungus;undef;undef;undef;Fungi;Eukaryota
OTU_82_proti1580_wang1624CR6L;EF024854;1;458;458;0;100.00;458;846;458;404735;uncultured Eimeriidae;undef;Eimeriidae;Apicomplexa;undef;Eukaryota
OTU_83_proti1580_wang1624CR6L;HM536166;1;463;464;2;95.69;444;745;403;1044905;Nucleocercomonas sp. HFCC 921;Nucleocercomonas;undef;undef;undef;Eukaryota
OTU_84_proti1580_wang1624CR6L;FJ459739;1;460;461;2;93.28;430;678;367;651459;Geneiorhynchus manifestus;Geneiorhynchus;Actinocephalidae;Apicomplexa;undef;Eukaryota
OTU_85_proti1580_wang1624CR6L;JQ698886;1;488;488;0;99.80;487;896;485;54199;Cyniclomyces guttulatus;Cyniclomyces;undef;Ascomycota;Fungi;Eukaryota
OTU_86_proti1580_wang1624CR6L;JX132239;1;463;463;0;99.78;462;850;460;610162;uncultured Geotrichum;Geotrichum;Dipodascaceae;Ascomycota;Fungi;Eukaryota
OTU_87_proti1580_wang1624CR6L;FJ459742;4;169;170;5;83.53;142;154;83;650276;Gregarina cloptoni;Gregarina;Gregarinidae;Apicomplexa;undef;Eukaryota
OTU_88_proti1580_wang1624CR6L;FJ439578;1;464;465;1;97.63;454;797;431;576860;Coniochaetales sp. GMG_C4;undef;undef;Ascomycota;Fungi;Eukaryota
OTU_89_proti1580_wang1624CR6L;EF202897;272;313;42;0;92.86;39;62.1;33;439319;Gambierdiscus sp. carolinianus;Gambierdiscus;Goniodomataceae;undef;undef;Eukaryota
OTU_90_proti1580_wang1624CR6L;EF024723;1;462;462;0;94.59;437;717;388;404732;Heterocapsaceae environmental sample;undef;Heterocapsaceae;undef;undef;Eukaryota
OTU_91_proti1580_wang1624CR6L;KC209737;1;473;474;3;88.61;420;573;310;5818;Sarcocystis tenella;Sarcocystis;Sarcocystidae;Apicomplexa;undef;Eukaryota
OTU_92_proti1580_wang1624CR6L;AF291426;1;463;463;0;100.00;463;856;463;99174;Besnoitia jellisoni;Besnoitia;Sarcocystidae;Apicomplexa;undef;Eukaryota
OTU_93_proti1580_wang1624CR6L;GU823232;1;465;465;0;99.35;462;843;456;152704;uncultured stramenopile;undef;undef;undef;undef;Eukaryota
OTU_94_proti1580_wang1624CR6L;HQ289870;1;467;467;1;99.14;463;839;454;323732;Babesia duncani;Babesia;Babesiidae;Apicomplexa;undef;Eukaryota
OTU_95_proti1580_wang1624CR6L;AB278620;1;460;460;0;99.78;459;845;457;71743;Chlorogonium capillatum;Chlorogonium;Haematococcaceae;Chlorophyta;Viridiplantae;Eukaryota
OTU_96_proti1580_wang1624CR6L;EU344798;1;457;457;0;100.00;457;845;457;51022;Ancylostoma duodenale;Ancylostoma;Ancylostomatidae;Nematoda;Metazoa;Eukaryota
OTU_97_proti1580_wang1624CR6L;AY179988;1;460;462;1;92.21;426;652;353;175274;uncultured alveolate;undef;undef;undef;undef;Eukaryota
OTU_98_proti1580_wang1624CR6L;AF310898;1;472;472;0;99.58;470;861;466;70182;Polymyxa graminis;Polymyxa;Plasmodiophoridae;undef;undef;Eukaryota
OTU_99_proti1580_wang1624CR6L;EF189618;1;456;456;0;100.00;456;843;456;381657;Caenestheria lutraria;Caenestheria;Caenestheriidae;Arthropoda;Metazoa;Eukaryota
OTU_100_proti1580_wang1624CR6L;GQ411073;1;457;460;5;95.43;439;728;394;665140;Colpodellidae sp. HEP;undef;Colpodellidae;undef;undef;Eukaryota
OTU_101_proti1580_wang1624CR6L;DQ767648;1;461;461;0;99.78;460;846;458;33177;Pleospora herbarum;Pleospora;Pleosporaceae;Ascomycota;Fungi;Eukaryota
OTU_102_proti1580_wang1624CR6L;FJ537328;1;469;469;0;99.15;465;845;457;660915;uncultured Hyaloperonospora;Hyaloperonospora;Peronosporaceae;undef;undef;Eukaryota
OTU_103_proti1580_wang1624CR6L;EU910605;1;460;460;0;99.78;459;845;457;175274;uncultured alveolate;undef;undef;undef;undef;Eukaryota
OTU_104_proti1580_wang1624CR6L;AB695523;1;463;463;0;100.00;463;856;463;100272;uncultured eukaryote;undef;undef;undef;undef;Eukaryota
OTU_105_proti1580_wang1624CR6L;EF100235;1;458;458;0;96.72;443;763;413;100272;uncultured eukaryote;undef;undef;undef;undef;Eukaryota
OTU_106_proti1580_wang1624CR6L;JQ086386;1;466;466;0;100.00;466;861;466;36056;Boletus edulis;Boletus;Boletaceae;Basidiomycota;Fungi;Eukaryota
OTU_107_proti1580_wang1624CR6L;DQ536475;1;463;463;1;96.76;448;771;417;324676;Synchytrium decipiens;Synchytrium;Synchytriaceae;Chytridiomycota;Fungi;Eukaryota
OTU_108_proti1580_wang1624CR6L;AB465987;1;250;251;1;99.60;250;457;247;569050;Isosturmia japonica;Isosturmia;Tachinidae;Arthropoda;Metazoa;Eukaryota
OTU_108_proti1580_wang1624CR6L;AB465987;266;508;244;1;98.36;240;427;231;569050;Isosturmia japonica;Isosturmia;Tachinidae;Arthropoda;Metazoa;Eukaryota
OTU_109_proti1580_wang1624CR6L;AB769663;1;462;462;0;100.00;462;854;462;310761;Eimeria zuernii;Eimeria;Eimeriidae;Apicomplexa;undef;Eukaryota
OTU_110_proti1580_wang1624CR6L;AJ418792;1;464;464;0;100.00;464;857;464;178372;Trinema enchelys;Trinema;Trinematidae;undef;undef;Eukaryota
OTU_111_proti1580_wang1624CR6L;AJ235994;1;463;463;0;98.92;458;828;448;86843;Gustavia superba;Gustavia;undef;Streptophyta;Viridiplantae;Eukaryota
OTU_112_proti1580_wang1624CR6L;HM030909;1;462;462;0;99.57;460;843;456;100272;uncultured eukaryote;undef;undef;undef;undef;Eukaryota
OTU_113_proti1580_wang1624CR6L;AF023713;1;467;467;0;100.00;467;863;467;53005;Brachythecium rutabulum;Brachythecium;Brachytheciaceae;Streptophyta;Viridiplantae;Eukaryota
OTU_114_proti1580_wang1624CR6L;AF457127;1;460;460;0;94.13;433;701;379;110316;Monocystis agilis;Monocystis;Monocystidae;Apicomplexa;undef;Eukaryota
OTU_115_proti1580_wang1624CR6L;AP009051;1;461;461;0;99.13;457;830;449;39947;Oryza sativa;Oryza;Poaceae;Streptophyta;Viridiplantae;Eukaryota
OTU_115_proti1580_wang1624CR6L;AP009051;1;461;461;0;99.13;457;830;449;39947;Oryza sativa;Oryza;Poaceae;Streptophyta;Viridiplantae;Eukaryota
OTU_115_proti1580_wang1624CR6L;AP009051;1;461;461;0;99.13;457;830;449;39947;Oryza sativa;Oryza;Poaceae;Streptophyta;Viridiplantae;Eukaryota
OTU_116_proti1580_wang1624CR6L;KC209737;1;465;466;2;94.21;439;710;384;5818;Sarcocystis tenella;Sarcocystis;Sarcocystidae;Apicomplexa;undef;Eukaryota
OTU_117_proti1580_wang1624CR6L;DQ248958;1;463;463;0;98.92;458;828;448;357200;Geopyxis majalis;Geopyxis;Pyronemataceae;Ascomycota;Fungi;Eukaryota
OTU_118_proti1580_wang1624CR6L;DQ832235;1;462;462;0;100.00;462;854;462;40563;Sporobolomyces roseus;Sporobolomyces;undef;Basidiomycota;Fungi;Eukaryota
OTU_119_proti1580_wang1624CR6L;AY222091;1;250;250;0;100.00;250;462;250;138590;Alaria alata;Alaria;Diplostomatidae;Platyhelminthes;Metazoa;Eukaryota
OTU_119_proti1580_wang1624CR6L;AY222091;259;508;250;0;100.00;250;462;250;138590;Alaria alata;Alaria;Diplostomatidae;Platyhelminthes;Metazoa;Eukaryota
OTU_120_proti1580_wang1624CR6L;AB769611;1;444;471;21;75.80;357;206;111;1267178;Eimeria canadensis;Eimeria;Eimeriidae;Apicomplexa;undef;Eukaryota
OTU_121_proti1580_wang1624CR6L;X65150;1;459;459;0;99.78;458;843;456;40330;Furgasonia blochmanni;Furgasonia;Furgasoniidae;undef;undef;Eukaryota
OTU_122_proti1580_wang1624CR6L;EF023651;1;472;472;1;99.15;468;848;459;100272;404740;;;;;;
OTU_123_proti1580_wang1624CR6L;DQ646544;1;461;461;0;99.57;459;841;455;269398;Peziza lobulata;Peziza;Pezizaceae;Ascomycota;Fungi;Eukaryota
OTU_124_proti1580_wang1624CR6L;FJ858970;1;463;463;0;97.62;452;795;430;643632;Goniochloris sculpta;Goniochloris;Pleurochloridaceae;Xanthophyceae;undef;Eukaryota
OTU_125_proti1580_wang1624CR6L;GQ995299;1;462;462;0;97.84;452;798;432;175247;uncultured Chytridiomycota;undef;undef;Chytridiomycota;Fungi;Eukaryota
OTU_126_proti1580_wang1624CR6L;FJ914440;1;458;467;12;89.94;420;592;320;589304;uncultured marine dinoflagellate;undef;undef;undef;undef;Eukaryota
OTU_127_proti1580_wang1624CR6L;KC209737;1;470;471;1;95.75;451;758;410;5818;Sarcocystis tenella;Sarcocystis;Sarcocystidae;Apicomplexa;undef;Eukaryota
OTU_128_proti1580_wang1624CR6L;AF372786;1;463;465;9;92.26;429;651;352;175274;uncultured alveolate;undef;undef;undef;undef;Eukaryota
OTU_129_proti1580_wang1624CR6L;JN054679;1;462;465;7;93.12;433;675;365;175245;uncultured fungus;undef;undef;undef;Fungi;Eukaryota
OTU_130_proti1580_wang1624CR6L;AF372805;1;173;175;4;88.57;155;209;113;100272;uncultured eukaryote;undef;undef;undef;undef;Eukaryota
OTU_131_proti1580_wang1624CR6L;AY859634;1;469;471;7;92.78;437;673;364;94987;Hexanchus griseus;Hexanchus;Hexanchidae;Chordata;Metazoa;Eukaryota
OTU_132_proti1580_wang1624CR6L;EF023827;1;463;463;0;100.00;463;856;463;335445;uncultured Boletaceae;undef;undef;Basidiomycota;Fungi;Eukaryota
OTU_133_proti1580_wang1624CR6L;KC196722;2;460;459;0;98.69;453;817;442;1328809;Dysmorphococcus sp. UTEX 1765;Dysmorphococcus;undef;Chlorophyta;Viridiplantae;Eukaryota
OTU_134_proti1580_wang1624CR6L;JX088397;1;464;464;0;99.78;463;852;461;646052;Linguatula serrata;Linguatula;Linguatulidae;Arthropoda;Metazoa;Eukaryota
OTU_135_proti1580_wang1624CR6L;KC201639;1;265;266;11;78.20;208;148;80;1296587;Sarcocystis sp. ex Morelia viridis GM-2013;Sarcocystis;Sarcocystidae;Apicomplexa;undef;Eukaryota
OTU_136_proti1580_wang1624CR6L;HM536152;1;462;465;4;94.62;440;717;388;1043733;Eocercomonas sp. HFCC 907;Eocercomonas;Cercomonadidae;undef;undef;Eukaryota
OTU_137_proti1580_wang1624CR6L;EU910605;1;460;461;2;95.88;442;745;403;175274;uncultured alveolate;undef;undef;undef;undef;Eukaryota
OTU_138_proti1580_wang1624CR6L;KC209737;1;471;471;0;96.39;454;776;420;5818;Sarcocystis tenella;Sarcocystis;Sarcocystidae;Apicomplexa;undef;Eukaryota
OTU_139_proti1580_wang1624CR6L;HQ384689;1;463;463;0;99.78;462;850;460;29788;Galium aparine;Galium;Rubiaceae;Streptophyta;Viridiplantae;Eukaryota
OTU_140_proti1580_wang1624CR6L;EF056010;1;471;471;0;97.45;459;804;435;425658;Sarcocystis grueneri;Sarcocystis;Sarcocystidae;Apicomplexa;undef;Eukaryota
OTU_141_proti1580_wang1624CR6L;EF023171;1;462;462;0;100.00;462;854;462;404427;Ochromonadaceae environmental sample;undef;Ochromonadaceae;undef;undef;Eukaryota
OTU_142_proti1580_wang1624CR6L;AF372805;4;167;171;9;81.87;140;134;72;100272;uncultured eukaryote;undef;undef;undef;undef;Eukaryota
OTU_143_proti1580_wang1624CR6L;GU377177;1;466;466;0;100.00;466;861;466;481310;Demodex folliculorum;Demodex;undef;Arthropoda;Metazoa;Eukaryota
OTU_144_proti1580_wang1624CR6L;KC672713;1;461;462;2;93.72;433;691;374;175245;uncultured fungus;undef;undef;undef;Fungi;Eukaryota
OTU_145_proti1580_wang1624CR6L;AF372786;1;461;464;9;88.36;410;549;297;175274;uncultured alveolate;undef;undef;undef;undef;Eukaryota
OTU_146_proti1580_wang1624CR6L;AY490099;1;460;460;0;97.83;450;795;430;266837;Apicomplexan Acarus siro pathogen;undef;undef;Apicomplexa;undef;Eukaryota
OTU_147_proti1580_wang1624CR6L;JF263442;1;454;454;0;99.12;450;817;442;989644;Arcuospathidium namibiense;Arcuospathidium;Spathidiidae;undef;undef;Eukaryota
OTU_148_proti1580_wang1624CR6L;EF056010;2;473;472;1;93.01;439;688;372;425658;Sarcocystis grueneri;Sarcocystis;Sarcocystidae;Apicomplexa;undef;Eukaryota
OTU_149_proti1580_wang1624CR6L;JN049663;1;459;459;0;98.91;454;821;444;554024;Nematoda environmental sample;undef;undef;Nematoda;Metazoa;Eukaryota
OTU_150_proti1580_wang1624CR6L;AB000957;1;462;462;0;99.35;459;837;453;71566;Taphrina pruni-subcordatae;Taphrina;Taphrinaceae;Ascomycota;Fungi;Eukaryota
OTU_151_proti1580_wang1624CR6L;FJ153119;1;462;462;0;99.35;459;837;453;511694;Rhodotorula sp. SJ13L05;Rhodotorula;undef;Basidiomycota;Fungi;Eukaryota
OTU_152_proti1580_wang1624CR6L;DQ851572;1;462;462;0;99.35;459;837;453;47431;Armillaria tabescens;Armillaria;Physalacriaceae;Basidiomycota;Fungi;Eukaryota
OTU_154_proti1580_wang1624CR6L;EF025008;1;458;460;4;95.22;438;725;392;100272;uncultured eukaryote;undef;undef;undef;undef;Eukaryota
OTU_155_proti1580_wang1624CR6L;GU067963;1;464;464;0;96.98;450;780;422;187300;uncultured dinoflagellate;undef;undef;undef;undef;Eukaryota
OTU_156_proti1580_wang1624CR6L;KC201639;1;118;120;2;85.83;103;124;67;1296587;Sarcocystis sp. ex Morelia viridis GM-2013;Sarcocystis;Sarcocystidae;Apicomplexa;undef;Eukaryota
OTU_157_proti1580_wang1624CR6L;KC209737;1;468;472;4;95.97;453;761;412;5818;Sarcocystis tenella;Sarcocystis;Sarcocystidae;Apicomplexa;undef;Eukaryota
OTU_158_proti1580_wang1624CR6L;FJ648518;2;460;459;0;99.56;457;837;453;63684;Elliptochloris subsphaerica;Elliptochloris;undef;Chlorophyta;Viridiplantae;Eukaryota
OTU_159_proti1580_wang1624CR6L;AY147107;1;463;463;0;98.92;458;828;448;78630;Betula platyphylla;Betula;Betulaceae;Streptophyta;Viridiplantae;Eukaryota
OTU_160_proti1580_wang1624CR6L;JN049686;1;459;459;0;98.47;452;809;438;554024;Nematoda environmental sample;undef;undef;Nematoda;Metazoa;Eukaryota
OTU_161_proti1580_wang1624CR6L;AY357287;1;458;462;4;93.72;433;688;372;213314;Tumularia aquatica;Tumularia;undef;Ascomycota;Fungi;Eukaryota
OTU_162_proti1580_wang1624CR6L;AY082979;1;460;460;0;98.70;454;817;442;100272;uncultured eukaryote;undef;undef;undef;undef;Eukaryota
OTU_163_proti1580_wang1624CR6L;EU910608;1;483;483;2;93.17;450;708;383;373176;uncultured Platyhelminthes;undef;undef;Platyhelminthes;Metazoa;Eukaryota
OTU_164_proti1580_wang1624CR6L;EU910605;1;460;461;2;94.58;436;712;385;175274;uncultured alveolate;undef;undef;undef;undef;Eukaryota
OTU_165_proti1580_wang1624CR6L;AF159295;1;464;467;3;91.01;425;627;339;9606;Homo sapiens;Homo;Hominidae;Chordata;Metazoa;Eukaryota
OTU_166_proti1580_wang1624CR6L;EF056010;1;472;473;1;95.77;453;761;412;425658;Sarcocystis grueneri;Sarcocystis;Sarcocystidae;Apicomplexa;undef;Eukaryota
OTU_167_proti1580_wang1624CR6L;AF372795;1;480;480;1;97.92;470;830;449;100272;uncultured eukaryote;undef;undef;undef;undef;Eukaryota
OTU_168_proti1580_wang1624CR6L;AY142075;1;458;458;0;96.94;444;769;416;209644;Colpodella sp. ATCC50594;Colpodella;Colpodellidae;undef;undef;Eukaryota
